year,state_code,state,law_change,midterm,vep_total,vep_highest,vep_highest100,vap_highest,median_age,race_percent_minority,race_percent_minority100,gender_percent_females ,gender_percent_females100, num_females , tot_pop , num_whites , num_blacks , num_minority 
1980,30,New Hampshire,,,0.61,0.58,58,0.57,,,0,,0,,,,,
2016,31,New Jersey,,,0.66,0.64,64,0.56,,,0,,0,,,,,
2014,31,New Jersey,,,0.33,0.31,31,0.27,,,0,,0,,,,,
2012,31,New Jersey,,,0.62,0.62,62,0.53,,,0,,0,,,,,
2010,31,New Jersey,,,0.38,0.36,36,0.31,,,0,,0,,,,,
2008,31,New Jersey,,,0.68,0.67,67,0.58,,,0,,0,,,,,
2006,31,New Jersey,,,0.41,0.4,40,0.34,,,0,,0,,,,,
2004,31,New Jersey,,,0.64,0.64,64,0.55,,,0,,0,,,,,
2002,31,New Jersey,,,0.39,0.38,38,0.33,,,0,,0,,,,,
2000,31,New Jersey,,,0.59,0.57,57,0.5,,,0,,0,,,,,
1998,31,New Jersey,,,0.34,0.33,33,0.29,,,0,,0,,,,,
1996,31,New Jersey,,,0.57,0.56,56,0.5,,,0,,0,,,,,
1994,31,New Jersey,,,0.4,0.38,38,0.34,,,0,,0,,,,,
1992,31,New Jersey,,,0.62,0.62,62,0.56,,,0,,0,,,,,
1990,31,New Jersey,,,0.37,0.36,36,0.33,,,0,,0,,,,,
1988,31,New Jersey,,,0.57,0.57,57,0.53,,,0,,0,,,,,
1986,31,New Jersey,,,0.3,0.29,29,0.27,,,0,,0,,,,,
1984,31,New Jersey,,,0.61,0.61,61,0.57,,,0,,0,,,,,
1982,31,New Jersey,,,0.44,0.42,42,0.39,,,0,,0,,,,,
1980,31,New Jersey,,,0.59,0.58,58,0.55,,,0,,0,,,,,
2016,32,New Mexico,,,0.55,0.55,55,0.5,,,0,,0,,,,,
2014,32,New Mexico,,,,0.35,35,0.32,,,0,,0,,,,,
2012,32,New Mexico,,,0.55,0.55,55,0.5,,,0,,0,,,,,
2010,32,New Mexico,,,0.45,0.43,43,0.39,,,0,,0,,,,,
2008,32,New Mexico,,,0.61,0.61,61,0.55,,,0,,0,,,,,
2006,32,New Mexico,,,0.43,0.43,43,0.39,,,0,,0,,,,,
2004,32,New Mexico,,,0.6,0.59,59,0.54,,,0,,0,,,,,
2002,32,New Mexico,,,0.4,0.39,39,0.36,,,0,,0,,,,,
2000,32,New Mexico,,,0.5,0.49,49,0.45,,,0,,0,,,,,
1998,32,New Mexico,,,0.43,0.42,42,0.39,,,0,,0,,,,,
1996,32,New Mexico,,,0.5,0.47,47,0.45,,,0,,0,,,,,
1994,32,New Mexico,,,0.43,0.41,41,0.39,,,0,,0,,,,,
1992,32,New Mexico,,,0.55,0.53,53,0.5,,,0,,0,,,,,
1990,32,New Mexico,,,0.42,0.4,40,0.38,,,0,,0,,,,,
1988,32,New Mexico,,,0.53,0.52,52,0.5,,,0,,0,,,,,
1986,32,New Mexico,,,0.41,0.4,40,0.39,,,0,,0,,,,,
1984,32,New Mexico,,,0.55,0.54,54,0.52,,,0,,0,,,,,
1982,32,New Mexico,,,0.46,0.44,44,0.43,,,0,,0,,,,,
1980,32,New Mexico,,,0.53,0.52,52,0.51,,,0,,0,,,,,
2016,33,New York,,,0.57,0.57,57,0.5,,,0,,0,,,,,
2014,33,New York,,,0.29,0.28,28,0.25,,,0,,0,,,,,
2012,33,New York,,,0.54,0.53,53,0.46,,,0,,0,,,,,
2010,33,New York,,,0.36,0.36,36,0.31,,,0,,0,,,,,
2008,33,New York,,,0.6,0.59,59,0.51,,,0,,0,,,,,
2006,33,New York,,,0.37,0.35,35,0.3,,,0,,0,,,,,
2004,33,New York,,,0.59,0.58,58,0.5,,,0,,0,,,,,
2002,33,New York,,,0.37,0.36,36,0.31,,,0,,0,,,,,
2000,33,New York,,,0.56,0.55,55,0.48,,,0,,0,,,,,
1998,33,New York,,,0.41,0.39,39,0.34,,,0,,0,,,,,
1996,33,New York,,,0.53,0.52,52,0.45,,,0,,0,,,,,
1994,33,New York,,,0.44,0.43,43,0.38,,,0,,0,,,,,
1992,33,New York,,,0.58,0.57,57,0.5,,,0,,0,,,,,
1990,33,New York,,,0.35,0.33,33,0.3,,,0,,0,,,,,
1988,33,New York,,,0.54,0.53,53,0.48,,,0,,0,,,,,
1986,33,New York,,,0.37,0.35,35,0.32,,,0,,0,,,,,
1984,33,New York,,,0.57,0.56,56,0.51,,,0,,0,,,,,
1982,33,New York,,,0.45,0.43,43,0.4,,,0,,0,,,,,
1980,33,New York,,,0.53,0.52,52,0.48,,,0,,0,,,,,
2016,34,North Carolina,,,0.65,0.65,65,0.6,,,0,,0,,,,,
2014,34,North Carolina,,,0.41,0.41,41,0.38,,,0,,0,,,,,
2012,34,North Carolina,,,0.65,0.65,65,0.6,,,0,,0,,,,,
2010,34,North Carolina,,,0.4,0.39,39,0.36,,,0,,0,,,,,
2008,34,North Carolina,,,0.66,0.66,66,0.61,,,0,,0,,,,,
2006,34,North Carolina,,,0.33,0.31,31,0.29,,,0,,0,,,,,
2004,34,North Carolina,,,0.59,0.58,58,0.54,,,0,,0,,,,,
2002,34,North Carolina,,,,0.4,40,0.37,,,0,,0,,,,,
2000,34,North Carolina,,,0.53,0.51,51,0.48,,,0,,0,,,,,
1998,34,North Carolina,,,,0.36,36,0.34,,,0,,0,,,,,
1996,34,North Carolina,,,,0.46,46,0.44,,,0,,0,,,,,
1994,34,North Carolina,,,,0.3,30,0.29,,,0,,0,,,,,
1992,34,North Carolina,,,,0.51,51,0.5,,,0,,0,,,,,
1990,34,North Carolina,,,,0.42,42,0.41,,,0,,0,,,,,
1988,34,North Carolina,,,,0.45,45,0.44,,,0,,0,,,,,
1986,34,North Carolina,,,,0.34,34,0.34,,,0,,0,,,,,
1984,34,North Carolina,,,,0.48,48,0.47,,,0,,0,,,,,
1982,34,North Carolina,,,,0.3,30,0.3,,,0,,0,,,,,
1980,34,North Carolina,,,,0.44,44,0.43,,,0,,0,,,,,
2016,35,North Dakota,,,0.62,0.61,61,0.59,,,0,,0,,,,,
2014,35,North Dakota,,,0.45,0.44,44,0.43,,,0,,0,,,,,
2012,35,North Dakota,,,0.6,0.6,60,0.59,,,0,,0,,,,,
2010,35,North Dakota,,,0.47,0.46,46,0.45,,,0,,0,,,,,
2008,35,North Dakota,,,0.64,0.63,63,0.62,,,0,,0,,,,,
2006,35,North Dakota,,,0.45,0.45,45,0.44,,,0,,0,,,,,
2004,35,North Dakota,,,0.66,0.65,65,0.64,,,0,,0,,,,,
2002,35,North Dakota,,,0.5,0.49,49,0.48,,,0,,0,,,,,
2000,35,North Dakota,,,0.61,0.6,60,0.6,,,0,,0,,,,,
1998,35,North Dakota,,,0.46,0.45,45,0.44,,,0,,0,,,,,
1996,35,North Dakota,,,0.57,0.56,56,0.55,,,0,,0,,,,,
1994,35,North Dakota,,,0.51,0.5,50,0.5,,,0,,0,,,,,
1992,35,North Dakota,,,0.68,0.67,67,0.66,,,0,,0,,,,,
1990,35,North Dakota,,,0.52,0.51,51,0.5,,,0,,0,,,,,
1988,35,North Dakota,,,0.66,0.64,64,0.63,,,0,,0,,,,,
1986,35,North Dakota,,,0.62,0.61,61,0.61,,,0,,0,,,,,
1984,35,North Dakota,,,0.67,0.64,64,0.64,,,0,,0,,,,,
1982,35,North Dakota,,,0.57,0.55,55,0.55,,,0,,0,,,,,
1980,35,North Dakota,,,0.68,0.65,65,0.65,,,0,,0,,,,,
2016,36,Ohio,,,0.64,0.63,63,0.61,,,0,,0,,,,,
2014,36,Ohio,,,0.36,0.35,35,0.34,,,0,,0,,,,,
2012,36,Ohio,,,0.65,0.65,65,0.63,,,0,,0,,,,,
2010,36,Ohio,,,0.46,0.45,45,0.44,,,0,,0,,,,,
2008,36,Ohio,,,0.68,0.67,67,0.65,,,0,,0,,,,,
2006,36,Ohio,,,0.5,0.48,48,0.46,,,0,,0,,,,,
2004,36,Ohio,,,0.68,0.67,67,0.65,,,0,,0,,,,,
2002,36,Ohio,,,0.4,0.39,39,0.38,,,0,,0,,,,,
2000,36,Ohio,,,0.58,0.57,57,0.55,,,0,,0,,,,,
1998,36,Ohio,,,0.43,0.41,41,0.4,,,0,,0,,,,,
1996,36,Ohio,,,0.57,0.55,55,0.54,,,0,,0,,,,,
1994,36,Ohio,,,0.44,0.42,42,0.41,,,0,,0,,,,,
1992,36,Ohio,,,0.63,0.61,61,0.6,,,0,,0,,,,,
1990,36,Ohio,,,0.45,0.44,44,0.43,,,0,,0,,,,,
1988,36,Ohio,,,0.57,0.56,56,0.55,,,0,,0,,,,,
1986,36,Ohio,,,0.47,0.4,40,0.4,,,0,,0,,,,,
1984,36,Ohio,,,0.6,0.59,59,0.58,,,0,,0,,,,,
1982,36,Ohio,,,0.46,0.44,44,0.44,,,0,,0,,,,,
1980,36,Ohio,,,0.57,0.56,56,0.55,,,0,,0,,,,,
2016,37,Oklahoma,,,,0.52,52,0.49,,,0,,0,,,,,
2014,37,Oklahoma,,,0.3,0.3,30,0.28,,,0,,0,,,,,
2012,37,Oklahoma,,,,0.49,49,0.46,,,0,,0,,,,,
2010,37,Oklahoma,,,0.39,0.39,39,0.36,,,0,,0,,,,,
2008,37,Oklahoma,,,0.56,0.56,56,0.53,,,0,,0,,,,,
2006,37,Oklahoma,,,,0.36,36,0.34,,,0,,0,,,,,
2004,37,Oklahoma,,,,0.58,58,0.55,,,0,,0,,,,,
2002,37,Oklahoma,,,,0.41,41,0.4,,,0,,0,,,,,
2000,37,Oklahoma,,,,0.5,50,0.48,,,0,,0,,,,,
1998,37,Oklahoma,,,,0.36,36,0.35,,,0,,0,,,,,
1996,37,Oklahoma,,,0.51,0.51,51,0.49,,,0,,0,,,,,
1994,37,Oklahoma,,,0.43,0.43,43,0.41,,,0,,0,,,,,
1992,37,Oklahoma,,,0.64,0.61,61,0.59,,,0,,0,,,,,
1990,37,Oklahoma,,,0.41,0.41,41,0.39,,,0,,0,,,,,
1988,37,Oklahoma,,,0.53,0.52,52,0.51,,,0,,0,,,,,
1986,37,Oklahoma,,,0.41,0.4,40,0.39,,,0,,0,,,,,
1984,37,Oklahoma,,,0.56,0.54,54,0.53,,,0,,0,,,,,
1982,37,Oklahoma,,,0.39,0.38,38,0.38,,,0,,0,,,,,
1980,37,Oklahoma,,,0.54,0.53,53,0.52,,,0,,0,,,,,
2016,38,Oregon,,,0.68,0.66,66,0.62,,,0,,0,,,,,
2014,38,Oregon,,,0.53,0.51,51,0.47,,,0,,0,,,,,
2012,38,Oregon,,,0.64,0.63,63,0.59,,,0,,0,,,,,
2010,38,Oregon,,,0.54,0.53,53,0.49,,,0,,0,,,,,
2008,38,Oregon,,,0.68,0.68,68,0.63,,,0,,0,,,,,
2006,38,Oregon,,,0.53,0.53,53,0.48,,,0,,0,,,,,
2004,38,Oregon,,,0.73,0.72,72,0.67,,,0,,0,,,,,
2002,38,Oregon,,,0.52,0.51,51,0.47,,,0,,0,,,,,
2000,38,Oregon,,,0.66,0.65,65,0.59,,,0,,0,,,,,
1998,38,Oregon,,,0.49,0.47,47,0.44,,,0,,0,,,,,
1996,38,Oregon,,,0.61,0.6,60,0.56,,,0,,0,,,,,
1994,38,Oregon,,,0.56,0.55,55,0.52,,,0,,0,,,,,
1992,38,Oregon,,,0.7,0.68,68,0.65,,,0,,0,,,,,
1990,38,Oregon,,,0.55,0.54,54,0.52,,,0,,0,,,,,
1988,38,Oregon,,,0.62,0.61,61,0.59,,,0,,0,,,,,
1986,38,Oregon,,,0.56,0.55,55,0.53,,,0,,0,,,,,
1984,38,Oregon,,,0.66,0.64,64,0.63,,,0,,0,,,,,
1982,38,Oregon,,,0.56,0.55,55,0.54,,,0,,0,,,,,
1980,38,Oregon,,,0.64,0.63,63,0.61,,,0,,0,,,,,
2016,39,Pennsylvania,,,,0.64,64,0.61,,,0,,0,,,,,
2014,39,Pennsylvania,,,0.37,0.36,36,0.35,,,0,,0,,,,,
2012,39,Pennsylvania,,,,0.6,60,0.57,,,0,,0,,,,,
2010,39,Pennsylvania,,,0.42,0.42,42,0.4,,,0,,0,,,,,
2008,39,Pennsylvania,,,0.64,0.64,64,0.61,,,0,,0,,,,,
2006,39,Pennsylvania,,,,0.44,44,0.43,,,0,,0,,,,,
2004,39,Pennsylvania,,,,0.63,63,0.61,,,0,,0,,,,,
2002,39,Pennsylvania,,,,0.39,39,0.37,,,0,,0,,,,,
2000,39,Pennsylvania,,,,0.54,54,0.52,,,0,,0,,,,,
1998,39,Pennsylvania,,,,0.33,33,0.33,,,0,,0,,,,,
1996,39,Pennsylvania,,,,0.5,50,0.49,,,0,,0,,,,,
1994,39,Pennsylvania,,,,0.4,40,0.39,,,0,,0,,,,,
1992,39,Pennsylvania,,,,0.55,55,0.54,,,0,,0,,,,,
1990,39,Pennsylvania,,,,0.34,34,0.34,,,0,,0,,,,,
1988,39,Pennsylvania,,,,0.51,51,0.5,,,0,,0,,,,,
1986,39,Pennsylvania,,,,0.38,38,0.38,,,0,,0,,,,,
1984,39,Pennsylvania,,,,0.55,55,0.54,,,0,,0,,,,,
1982,39,Pennsylvania,,,,0.42,42,0.42,,,0,,0,,,,,
1980,39,Pennsylvania,,,,0.53,53,0.52,,,0,,0,,,,,
2016,40,Rhode Island,,,0.6,0.59,59,0.55,,,0,,0,,,,,
2014,40,Rhode Island,,,0.42,0.42,42,0.39,,,0,,0,,,,,
2012,40,Rhode Island,,,,0.58,58,0.53,,,0,,0,,,,,
2010,40,Rhode Island,,,0.45,0.45,45,0.41,,,0,,0,,,,,
2008,40,Rhode Island,,,0.62,0.62,62,0.57,,,0,,0,,,,,
2006,40,Rhode Island,,,0.52,0.51,51,0.47,,,0,,0,,,,,
2004,40,Rhode Island,,,0.59,0.59,59,0.53,,,0,,0,,,,,
2002,40,Rhode Island,,,0.45,0.45,45,0.4,,,0,,0,,,,,
2000,40,Rhode Island,,,0.55,0.54,54,0.51,,,0,,0,,,,,
1998,40,Rhode Island,,,0.43,0.42,42,0.39,,,0,,0,,,,,
1996,40,Rhode Island,,,,0.54,54,0.5,,,0,,0,,,,,
1994,40,Rhode Island,,,,0.51,51,0.47,,,0,,0,,,,,
1992,40,Rhode Island,,,,0.63,63,0.58,,,0,,0,,,,,
1990,40,Rhode Island,,,0.52,0.5,50,0.47,,,0,,0,,,,,
1988,40,Rhode Island,,,0.58,0.56,56,0.53,,,0,,0,,,,,
1986,40,Rhode Island,,,0.45,0.43,43,0.4,,,0,,0,,,,,
1984,40,Rhode Island,,,0.61,0.59,59,0.56,,,0,,0,,,,,
1982,40,Rhode Island,,,0.54,0.5,50,0.47,,,0,,0,,,,,
1980,40,Rhode Island,,,0.63,0.62,62,0.59,,,0,,0,,,,,
2016,41,South Carolina,,,0.57,0.57,57,0.54,37.9,0.338430446,33.8430446,0.513529962,51.3529962,"2,375,263.00","4,625,364.00","3,060,000.00","1,290,684.00","1,565,364.00"
2014,41,South Carolina,,,0.35,0.35,35,0.33,37.9,0.338430446,33.8430446,0.513529962,51.3529962,"2,375,263.00","4,625,364.00","3,060,000.00","1,290,684.00","1,565,364.00"
2012,41,South Carolina,,,0.57,0.56,56,0.54,37.9,0.338430446,33.8430446,0.513529962,51.3529962,"2,375,263.00","4,625,364.00","3,060,000.00","1,290,684.00","1,565,364.00"
2010,41,South Carolina,,,0.4,0.4,40,0.38,37.9,0.338430446,33.8430446,0.513529962,51.3529962,"2,375,263.00","4,625,364.00","3,060,000.00","1,290,684.00","1,565,364.00"
2008,41,South Carolina,,,0.58,0.58,58,0.55,35.4,0.328127633,32.8127633,0.514226528,51.4226528,"2,063,083.00","4,012,012.00","2,695,560.00","1,185,216.00","1,316,452.00"
2006,41,South Carolina,,,0.35,0.35,35,0.33,35.4,0.328127633,32.8127633,0.514226528,51.4226528,"2,063,083.00","4,012,012.00","2,695,560.00","1,185,216.00","1,316,452.00"
2004,41,South Carolina,,,0.53,0.53,53,0.51,35.4,0.328127633,32.8127633,0.514226528,51.4226528,"2,063,083.00","4,012,012.00","2,695,560.00","1,185,216.00","1,316,452.00"
2002,41,South Carolina,,,,0.37,37,0.36,35.4,0.328127633,32.8127633,0.514226528,51.4226528,"2,063,083.00","4,012,012.00","2,695,560.00","1,185,216.00","1,316,452.00"
2000,41,South Carolina,,,0.49,0.47,47,0.46,35.4,0.328127633,32.8127633,0.514226528,51.4226528,"2,063,083.00","4,012,012.00","2,695,560.00","1,185,216.00","1,316,452.00"
1998,41,South Carolina,,,0.39,0.38,38,0.37,32,0.309670482,30.9670482,0.515728756,51.5728756,"1,798,193.00","3,486,703.00","2,406,974.00","1,039,884.00","1,079,729.00"
1996,41,South Carolina,,,0.44,0.42,42,0.41,32,0.309670482,30.9670482,0.515728756,51.5728756,"1,798,193.00","3,486,703.00","2,406,974.00","1,039,884.00","1,079,729.00"
1994,41,South Carolina,,,0.36,0.35,35,0.34,32,0.309670482,30.9670482,0.515728756,51.5728756,"1,798,193.00","3,486,703.00","2,406,974.00","1,039,884.00","1,079,729.00"
1992,41,South Carolina,,,0.47,0.46,46,0.45,32,0.309670482,30.9670482,0.515728756,51.5728756,"1,798,193.00","3,486,703.00","2,406,974.00","1,039,884.00","1,079,729.00"
1990,41,South Carolina,,,0.31,0.3,30,0.29,32,0.309670482,30.9670482,0.515728756,51.5728756,"1,798,193.00","3,486,703.00","2,406,974.00","1,039,884.00","1,079,729.00"
1988,41,South Carolina,,,0.43,0.4,40,0.39,,0.311995887,31.1995887,,0,,"3,121,820.00","2,147,825.00","947,969.00","973,995.00"
1986,41,South Carolina,,,0.32,0.32,32,0.31,,0.311995887,31.1995887,,0,,"3,121,820.00","2,147,825.00","947,969.00","973,995.00"
1984,41,South Carolina,,,0.44,0.42,42,0.41,,0.311995887,31.1995887,,0,,"3,121,820.00","2,147,825.00","947,969.00","973,995.00"
1982,41,South Carolina,,,0.3,0.3,30,0.29,,0.311995887,31.1995887,,0,,"3,121,820.00","2,147,825.00","947,969.00","973,995.00"
1980,41,South Carolina,,,0.42,0.41,41,0.4,,0.311995887,31.1995887,,0,,"3,121,820.00","2,147,825.00","947,969.00","973,995.00"
2016,42,South Dakota,,,0.6,0.59,59,0.57,,,0,,0,,,,,
2014,42,South Dakota,,,0.45,0.44,44,0.43,,,0,,0,,,,,
2012,42,South Dakota,,,0.6,0.59,59,0.58,,,0,,0,,,,,
2010,42,South Dakota,,,0.54,0.53,53,0.52,,,0,,0,,,,,
2008,42,South Dakota,,,0.66,0.65,65,0.63,,,0,,0,,,,,
2006,42,South Dakota,,,0.59,0.58,58,0.56,,,0,,0,,,,,
2004,42,South Dakota,,,0.69,0.68,68,0.67,,,0,,0,,,,,
2002,42,South Dakota,,,0.61,0.61,61,0.6,,,0,,0,,,,,
2000,42,South Dakota,,,0.59,0.58,58,0.57,,,0,,0,,,,,
1998,42,South Dakota,,,0.5,0.49,49,0.48,,,0,,0,,,,,
1996,42,South Dakota,,,0.62,0.61,61,0.6,,,0,,0,,,,,
1994,42,South Dakota,,,0.61,0.6,60,0.59,,,0,,0,,,,,
1992,42,South Dakota,,,,0.67,67,0.66,,,0,,0,,,,,
1990,42,South Dakota,,,,0.52,52,0.52,,,0,,0,,,,,
1988,42,South Dakota,,,,0.63,63,0.63,,,0,,0,,,,,
1986,42,South Dakota,,,,0.6,60,0.6,,,0,,0,,,,,
1984,42,South Dakota,,,,0.64,64,0.64,,,0,,0,,,,,
1982,42,South Dakota,,,,0.57,57,0.57,,,0,,0,,,,,
1980,42,South Dakota,,,,0.68,68,0.67,,,0,,0,,,,,
2016,43,Tennessee,,,,0.51,51,0.49,,,0,,0,,,,,
2014,43,Tennessee,,,0.3,0.29,29,0.27,,,0,,0,,,,,
2012,43,Tennessee,,,0.52,0.52,52,0.49,,,0,,0,,,,,
2010,43,Tennessee,,,0.35,0.35,35,0.33,,,0,,0,,,,,
2008,43,Tennessee,,,0.57,0.57,57,0.55,,,0,,0,,,,,
2006,43,Tennessee,,,0.42,0.41,41,0.4,,,0,,0,,,,,
2004,43,Tennessee,,,0.57,0.56,56,0.54,,,0,,0,,,,,
2002,43,Tennessee,,,,0.4,40,0.37,,,0,,0,,,,,
2000,43,Tennessee,,,0.51,0.5,50,0.48,,,0,,0,,,,,
1998,43,Tennessee,,,0.25,0.24,24,0.23,,,0,,0,,,,,
1996,43,Tennessee,,,,0.48,48,0.46,,,0,,0,,,,,
1994,43,Tennessee,,,,0.39,39,0.38,,,0,,0,,,,,
1992,43,Tennessee,,,,0.53,53,0.52,,,0,,0,,,,,
1990,43,Tennessee,,,,0.22,22,0.21,,,0,,0,,,,,
1988,43,Tennessee,,,,0.46,46,0.45,,,0,,0,,,,,
1986,43,Tennessee,,,,0.35,35,0.34,,,0,,0,,,,,
1984,43,Tennessee,,,,0.5,50,0.49,,,0,,0,,,,,
1982,43,Tennessee,,,,0.38,38,0.37,,,0,,0,,,,,
1980,43,Tennessee,,,,0.49,49,0.49,,,0,,0,,,,,
2016,44,Texas,,,0.52,0.52,52,0.43,33.6,0.296036704,29.6036704,0.503996749,50.3996749,"12,673,281.00","25,145,561.00","17,701,552.00","2,979,598.00","7,444,009.00"
2014,44,Texas,,,,0.28,28,0.24,33.6,0.296036704,29.6036704,0.503996749,50.3996749,"12,673,281.00","25,145,561.00","17,701,552.00","2,979,598.00","7,444,009.00"
2012,44,Texas,,,,0.5,50,0.42,33.6,0.296036704,29.6036704,0.503996749,50.3996749,"12,673,281.00","25,145,561.00","17,701,552.00","2,979,598.00","7,444,009.00"
2010,44,Texas,,,0.33,0.32,32,0.27,33.6,0.296036704,29.6036704,0.503996749,50.3996749,"12,673,281.00","25,145,561.00","17,701,552.00","2,979,598.00","7,444,009.00"
2008,44,Texas,,,,0.54,54,0.46,32.3,0.290253561,29.0253561,0.503500893,50.3500893,"10,498,910.00","20,851,820.00","14,799,505.00","2,404,566.00","6,052,315.00"
2006,44,Texas,,,,0.31,31,0.26,32.3,0.290253561,29.0253561,0.503500893,50.3500893,"10,498,910.00","20,851,820.00","14,799,505.00","2,404,566.00","6,052,315.00"
2004,44,Texas,,,,0.54,54,0.45,32.3,0.290253561,29.0253561,0.503500893,50.3500893,"10,498,910.00","20,851,820.00","14,799,505.00","2,404,566.00","6,052,315.00"
2002,44,Texas,,,0.35,0.34,34,0.29,32.3,0.290253561,29.0253561,0.503500893,50.3500893,"10,498,910.00","20,851,820.00","14,799,505.00","2,404,566.00","6,052,315.00"
2000,44,Texas,,,0.49,0.49,49,0.42,32.3,0.290253561,29.0253561,0.503500893,50.3500893,"10,498,910.00","20,851,820.00","14,799,505.00","2,404,566.00","6,052,315.00"
1998,44,Texas,,,,0.3,30,0.26,30.7,0.249712743,24.9712743,0.507493711,50.7493711,"8,620,547.00","16,986,510.00","12,744,762.00","2,021,632.00","4,241,748.00"
1996,44,Texas,,,,0.47,47,0.4,30.7,0.249712743,24.9712743,0.507493711,50.7493711,"8,620,547.00","16,986,510.00","12,744,762.00","2,021,632.00","4,241,748.00"
1994,44,Texas,,,,0.38,38,0.33,30.7,0.249712743,24.9712743,0.507493711,50.7493711,"8,620,547.00","16,986,510.00","12,744,762.00","2,021,632.00","4,241,748.00"
1992,44,Texas,,,,0.54,54,0.48,30.7,0.249712743,24.9712743,0.507493711,50.7493711,"8,620,547.00","16,986,510.00","12,744,762.00","2,021,632.00","4,241,748.00"
1990,44,Texas,,,,0.35,35,0.32,30.7,0.249712743,24.9712743,0.507493711,50.7493711,"8,620,547.00","16,986,510.00","12,744,762.00","2,021,632.00","4,241,748.00"
1988,44,Texas,,,,0.5,50,0.46,28,0.212995243,21.2995243,0.508143295,50.8143295,"7,230,468.00","14,229,191.00","11,198,441.00","1,710,175.00","3,030,750.00"
1986,44,Texas,,,,0.32,32,0.29,28,0.212995243,21.2995243,0.508143295,50.8143295,"7,230,468.00","14,229,191.00","11,198,441.00","1,710,175.00","3,030,750.00"
1984,44,Texas,,,,0.51,51,0.47,28,0.212995243,21.2995243,0.508143295,50.8143295,"7,230,468.00","14,229,191.00","11,198,441.00","1,710,175.00","3,030,750.00"
1982,44,Texas,,,,0.31,31,0.29,28,0.212995243,21.2995243,0.508143295,50.8143295,"7,230,468.00","14,229,191.00","11,198,441.00","1,710,175.00","3,030,750.00"
1980,44,Texas,,,,0.47,47,0.45,28,0.212995243,21.2995243,0.508143295,50.8143295,"7,230,468.00","14,229,191.00","11,198,441.00","1,710,175.00","3,030,750.00"
2012,0,United States,,,0.59,0.58,58,0.54,,,0,,0,,,,,
2010,0,United States,,,0.42,0.41,41,0.38,,,0,,0,,,,,
2008,0,United States,,,0.62,0.62,62,0.57,,,0,,0,,,,,
2006,0,United States,,,0.41,0.4,40,0.37,,,0,,0,,,,,
2004,0,United States,,,0.61,0.6,60,0.55,,,0,,0,,,,,
2002,0,United States,,,0.41,0.4,40,0.36,,,0,,0,,,,,
2000,0,United States,,,0.55,0.54,54,0.5,,,0,,0,,,,,
1998,0,United States,,,0.39,0.38,38,0.35,,,0,,0,,,,,
1996,0,United States,,,,0.52,52,0.48,,,0,,0,,,,,
1994,0,United States,,,0,0.41,41,0.39,,,0,,0,,,,,
1992,0,United States,,,0,0.58,58,0.55,,,0,,0,,,,,
1990,0,United States,,,0,0.38,38,0.37,,,0,,0,,,,,
1988,0,United States,,,0,0.53,53,0.5,,,0,,0,,,,,
1986,0,United States,,,0,0.38,38,0.37,,,0,,0,,,,,
1984,0,United States,,,0,0.55,55,0.53,,,0,,0,,,,,
1980,0,United States,,,0,0.54,54,0.53,,,0,,0,,,,,
1982,0,United States (Excl. Louisiana),,,0,0.42,42,0.41,,,0,,0,,,,,
2016,45,Utah,,,0.58,0.57,57,0.53,,,0,,0,,,,,
2014,45,Utah,,,0.3,0.3,30,0.28,,,0,,0,,,,,
2012,45,Utah,,,0.56,0.56,56,0.51,,,0,,0,,,,,
2010,45,Utah,,,0.37,0.36,36,0.34,,,0,,0,,,,,
2008,45,Utah,,,0.57,0.56,56,0.52,,,0,,0,,,,,
2006,45,Utah,,,0.35,0.34,34,0.32,,,0,,0,,,,,
2004,45,Utah,,,0.6,0.59,59,0.55,,,0,,0,,,,,
2002,45,Utah,,,0.38,0.37,37,0.35,,,0,,0,,,,,
2000,45,Utah,,,0.55,0.54,54,0.5,,,0,,0,,,,,
1998,45,Utah,,,0.37,0.36,36,0.34,,,0,,0,,,,,
1996,45,Utah,,,0.52,0.5,50,0.48,,,0,,0,,,,,
1994,45,Utah,,,0.43,0.42,42,0.4,,,0,,0,,,,,
1992,45,Utah,,,0.68,0.64,64,0.62,,,0,,0,,,,,
1990,45,Utah,,,0.42,0.41,41,0.4,,,0,,0,,,,,
1988,45,Utah,,,0.63,0.62,62,0.61,,,0,,0,,,,,
1986,45,Utah,,,0.44,0.43,43,0.42,,,0,,0,,,,,
1984,45,Utah,,,0.64,0.63,63,0.62,,,0,,0,,,,,
1982,45,Utah,,,0.56,0.55,55,0.54,,,0,,0,,,,,
1980,45,Utah,,,0.67,0.66,66,0.65,,,0,,0,,,,,
2016,46,Vermont,,,0.65,0.64,64,0.62,,,0,,0,,,,,
2014,46,Vermont,,,0.41,0.39,39,0.38,,,0,,0,,,,,
2012,46,Vermont,,,0.61,0.61,61,0.6,,,0,,0,,,,,
2010,46,Vermont,,,0.5,0.49,49,0.49,,,0,,0,,,,,
2008,46,Vermont,,,0.68,0.67,67,0.66,,,0,,0,,,,,
2006,46,Vermont,,,0.55,0.55,55,0.54,,,0,,0,,,,,
2004,46,Vermont,,,0.67,0.66,66,0.65,,,0,,0,,,,,
2002,46,Vermont,,,0.49,0.49,49,0.48,,,0,,0,,,,,
2000,46,Vermont,,,0.65,0.64,64,0.63,,,0,,0,,,,,
1998,46,Vermont,,,0.5,0.49,49,0.48,,,0,,0,,,,,
